"id","cat","1","pa","name","fg_key"
"543294","pitcher",4.35989603986239e-38,686,"Kyle Hendricks","12049"
"543339","pitcher",3.49585363925643e-39,184,"Daniel Hudson","7146"
"543475","pitcher",-2.59814544950087e-38,534,"Jordan Lyles","7593"
"543483","pitcher",-1.33051670838287e-38,90,"Matt Magill","3950"
"543507","pitcher",4.51495218285899e-38,204,"Trevor May","6398"
"543548","pitcher",-1.46804833900346e-38,362,"Tommy Milone","7608"
"543557","pitcher",-9.9540040974711e-38,46,"Mike Montgomery","4869"
"543606","pitcher",-8.625148571678e-38,120,"Jake Odorizzi","6397"
"543699","pitcher",-5.97851854553814e-38,440,"Tanner Roark","8753"
"543734","pitcher",-1.5611624383593e-37,34,"Chris Rusin","9895"
"543766","pitcher",-9.42370004628976e-38,76,"Bryan Shaw","8110"
"543867","pitcher",2.14310812159387e-38,182,"Nik Turley","5530"
"543883","pitcher",-5.27728947819684e-38,184,"Nick Vincent","7555"
"543901","pitcher",-2.95002620571637e-38,370,"Ryan Weber","10160"
"544727","pitcher",-1.23719532493755e-39,236,"Jeurys Familia","5114"
"544928","pitcher",-3.26374796268957e-37,20,"Tyler Lyons","11334"
"544931","pitcher",9.67577064000054e-39,46,"Stephen Strasburg","10131"
"545064","pitcher",-1.27076681508861e-37,210,"Jairo Diaz","12774"
"545333","pitcher",1.03398904225756e-37,608,"Trevor Bauer","12703"
"547179","pitcher",5.40562150936683e-38,318,"Michael Lorenzen","14843"
"547888","pitcher",8.95004826576812e-39,436,"Masahiro Tanaka","15764"
"547942","pitcher",9.79419139950607e-39,340,"Kwang Hyun Kim",NA
"547943","pitcher",4.21889821591581e-38,580,"Hyun Jin Ryu","14444"
"547973","pitcher",6.67665554150262e-38,104,"Aroldis Chapman","10233"
"548384","pitcher",3.8605081548308e-38,174,"Brooks Raley","10061"
"548389","pitcher",-4.92687815383169e-38,454,"Ross Stripling","13273"
"552640","pitcher",-3.99682484925368e-38,62,"Andrew Kittredge","12828"
"554340","pitcher",7.85648504267709e-38,134,"Yimi Garcia","12095"
"554430","pitcher",3.35323372850586e-38,572,"Zach Wheeler","10310"
"554431","pitcher",7.81090970424953e-38,254,"Tyler Matzek","10058"
"570240","pitcher",3.42365146170334e-38,230,"Felix Pena","13403"
"570257","pitcher",4.03865617592956e-38,104,"Joely Rodriguez","11487"
"570488","pitcher",8.58471306610131e-39,276,"Phillips Valdez","15605"
"570560","pitcher",-2.0724795883218e-37,8,"Carlos Sanchez","11602"
"570632","pitcher",-3.11666177244252e-38,208,"Jose Urena","11589"
"570663","pitcher",-6.77955575523562e-38,160,"Hansel Robles","11801"
"570666","pitcher",1.32734585675889e-38,204,"Luis Cessa","13345"
"571510","pitcher",-2.67246094832119e-38,542,"Matt Boyd","15440"
"571521","pitcher",1.00055460735597e-38,30,"Rex Brothers","9794"
"571578","pitcher",-2.41031616538167e-38,588,"Patrick Corbin","9323"
"571602","pitcher",-2.74299808213326e-37,30,"Matt Davidson","7226"
"571616","pitcher",1.4630610454944e-37,6,"Matt Dermody","14844"
"571656","pitcher",-1.58821659424052e-38,178,"Buck Farmer","14814"
"571666","pitcher",-1.62258221035929e-38,538,"Mike Fiers","7754"
"571670","pitcher",4.15793870508938e-38,194,"Dylan Floro","13394"
"571676","pitcher",4.3153250636063e-38,32,"Seth Frankoff","11346"
"571704","pitcher",-8.82355936225912e-38,36,"Ken Giles","12910"
