"id","cat","X1","pa","name","fg_key"
554340,"batter",-0.0789930779526083,2,"Yimi Garcia",12095
554430,"batter",-0.03176346265377,64,"Zach Wheeler",10310
570240,"batter",-0.0591548928644447,2,"Felix Pena",13403
570256,"batter",-0.00505192522140047,166,"Gregory Polanco",12907
570267,"batter",0.007659404341819,506,"Domingo Santana",10348
570481,"batter",-0.0229370251778539,153,"Erik Gonzalez",13369
570482,"batter",0.00991468106024903,510,"Gio Urshela",10681
570560,"batter",-0.0135123266763238,554,"Carlos Sanchez",11602
570632,"batter",-0.0758041512788728,22,"Jose Urena",11589
570666,"batter",-0.0957345028958479,1,"Luis Cessa",13345
570731,"batter",-0.00221561719166952,465,"Jonathan Schoop",11265
571431,"batter",0.00180869364550807,336,"Matt Adams",9393
571437,"batter",-0.0331609377318152,66,"Aaron Altherr",11270
571448,"batter",0.00831400471337309,652,"Nolan Arenado",9777
571466,"batter",-0.00771219575934948,357,"Tucker Barnhart",10200
571467,"batter",-0.0547145597098126,10,"Steven Baron",9787
571506,"batter",-0.00584722391559918,170,"Justin Bour",9744
571510,"batter",-0.0285435751569296,2,"Matt Boyd",15440
571539,"batter",-0.0868249913932097,1,"Matt Carasiti",13276
571578,"batter",-0.0572022024891489,77,"Patrick Corbin",9323
571595,"batter",-0.0742248212292138,2,"Noel Cuevas",11894
571657,"batter",-0.010118552610853,198,"Kyle Farmer",14813
571670,"batter",-0.0848434117988762,2,"Dylan Floro",13394
571679,"batter",-0.00509346450855213,20,"David Freitas",10619
571697,"batter",-0.0226202775767821,139,"Scooter Gennett",10339
571718,"batter",-0.00428126274499613,456,"Brian Goodwin",12858
571740,"batter",-0.020241462496428,353,"Billy Hamilton",10199
571745,"batter",0.0035794279874297,284,"Mitch Haniger",14274
571771,"batter",-0.00198460974524557,465,"Enrique Hernandez",10472
571788,"batter",-0.00383967179857456,294,"Brock Holt",9345
571863,"batter",-0.089057161213601,6,"Matt Koch",13420
571875,"batter",0.00761437053344656,225,"Jake Lamb",13329
571912,"batter",-0.0143666777143668,129,"Luke Maile",13355
571917,"batter",-0.0684870908296371,3,"Parker Markel",12106
